가수명,노래제목,발매일,가사,좋아요수,감정
정키,부담이 돼 (Feat. 휘인 Of 마마무),2017-03-08,더는 할 말이 없어 다른 이유도 어떤 변명도 난 의미 없단 걸 알아 끝이란 게 다 그렇잖아 더는 물어보지 마 언제부턴지 왜 그런 건지 난 그저 함께한 이 모든 게 힘들었다고 말하잖아 니 품에 안기던 그날 밤에도 입을 맞추던 그 순간에도 나에게 그 모든 게 더는 너에게 말할 수 없는 상처로 남아 내겐 그 모든 게 다 부담이 돼 그렇게 내게 말하지 마 나도 내 맘을 어쩔 수 없는 걸 오늘까지도 많이 힘들었단 걸 너는 알고 있잖아 니 품에 안기던 그날 밤에도 입을 맞추던 그 순간에도 나에게 그 모든 게 더는 너에게 말할 수 없는 상처로 남아 내겐 그 모든 게 다 처음엔 나도 아무렇지 않았어 깊어지면 질수록 너에 품에서 문득 끝이라는 게 너무 두려워서 애써 괜찮은 척만 또 난 니 품에 안기던 그날 밤에도 입을 맞추던 그 순간에도 미안해 이해해줘 더는 너에게 말할 수 없는 그 모든 것이 내겐 부담이 돼 마주하는 지금에도 난 니 품에 안기던 그날 밤에도 입을 맞추던 그 순간에도 미안해 이런 나를 이해해줘 쉽지 않을 걸 알지만 더는 할 수 없는 걸 이 모든 게 ,134029,sad
전상근,너무 보고싶어,2021-07-25,혼자 이별을 하고 가버리면 난 어떡하라고 너 없는 하루를 살아보고 너 없는 채로 잠들어본다 잊을 수 있다고 다짐을 해 보고 다 잊은 척 웃어도 보고 별일 아닌 듯 혼자 영화도 보고 너의 빈자릴 채워 본다 가끔 보고 싶어 견디기 힘들면 나 하루 종일 너를 찾아 헤매보고 손잡고 걷던 거리에 우두커니 서서 혹시 니가 올까 가슴 설레 본다 잘 살 수 있다고 다짐을 해 보고 태연한 척 웃어도 보고 드라마처럼 혼자 취해도 보고 널 잊으려고 하면 할수록 너무 보고 싶어 견디기 힘들어 비틀거리며 너를 또 찾아 헤매고 나란히 걷던 이 길에 나만 혼자 남아 눈물 삼키면서 너를 기다린다 날 그토록 사랑해주던 너란 사람은 어디까지 간거니 너무 보고 싶어 견디기 힘들어 오늘따라 난 니가 너무 보고 싶어 나 술에 취한 채 추억에 취한 채 비틀거리면서 너를 기다린다 다시 너를 기다린다 ,18728,sad
다비치,마치 우린 없었던 사이 (Prod. 정키),2018-07-12,비 내리는 날 창가에 앉아 서두르던 일상을 달래다 울적해진 마음잡고 써 내려가다 울컥 눈물만 헤어진단 게 낯설기만 해 하루하루를 그저 버티다가 누군가 내게 네 얘길 물을 때면 울컥 눈물만 어두워지면 밤하늘을 헤매다 잠시 잊었던 혼자라는 생각에 밤새 뒤척이다 네 생각에 잠 못 드는 날엔 그저 눈물만 다른 사람을 만난다면 그땐 꼭 바랄게 나보단 너를 더 이해하길 우리 뜨겁게 사랑했던 기억 모두 다 지우고 만난 적 없었던 것처럼 Oh You Oh You 마치 우린 없었던 사이 어두워지면 밤하늘을 헤매다 잠시 잊었던 혼자라는 생각에 밤새 뒤척이다 네 생각에 잠 못 드는 날엔 그저 눈물만 다른 사람을 만난다면 그땐 꼭 바랄게 나보단 너를 더 이해하길 우리 뜨겁게 사랑했던 기억 모두 다 지우고 만난 적 없었던 것처럼 그렇게 뱉어놓은 그 많은 말들은 없어 마치 우린 없었던 사이 다른 사람을 만난다면 그땐 꼭 바랄게 나보단 너를 더 이해하길 우리 뜨겁게 사랑했던 기억 모두 다 지우고 만난 적 없었던 것처럼 Oh You 마치 우린 없었던 사이 ,50062,sad
이우,이별행동,2019-10-06,자꾸만 연락을 피하고 바쁘다며 약속을 미루고 점점 변해가는 네 모습 무심한 말투 조금씩 넌 반대로 가고 있어 다급했던 이별의 순간들 아직도 난 거짓말 같아서 아름답게 웃던 네 모습 볼 수 없다고 생각하면 미칠 듯 아픈데 자꾸만 생각이나 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 너를 저 멀리 보이는 네 모습 웃고 있는 넌 잘 지냈나 봐 찾아가지 말걸 그랬어 믿고 싶었는데 영화 같은 일 내겐 없나 봐 나를 다 잊은 거니 너무나도 사랑했었고 그런 내겐 전부였는데 이젠 너와 난 반대로 살고 있나 봐 사랑해 너밖에 없단 말 그 말 너무나도 그리워서 너를 보낼 수가 없나 봐 행복해 보여 나 없이도 잘 지내는데 어떻게 난 널 잊고 살 수 있을까 웃으며 내 품에 안긴 너 너의 모습이 죽을 만큼 그리워서 보낼 수가 없잖아 너를 ,58649,sad
전상근,오늘따라 더 미운 그대가,2021-06-13,조금은 괜찮다 생각했는데 이제는 잊혀질 때도 됐는데 아무렇지 않다가도 그대가 없단 게 아직 나에겐 어색한 걸까 벅차도록 행복했던 그때가 그리워서 추억이 녹아든 거릴 혼자 걸을 때면 자꾸만 눈앞에 그대가 선명히 보이네요 그댄 아직도 왜 내 맘속에 살고 있나요 지금 그대는 나 없이도 행복하나요 조금은 그대도 나처럼 아프긴 하나요 아직 난 이별이 서투네요 하나도 괜찮지가 않네요 오늘따라 더 미운 그대가 너무 보고 싶죠 지워보려 애를 쓰고 아무리 외면해도 추억은 더욱 아름답게 짙어져 가네요 견뎌온 시간만큼 더욱더 아픔이 커지네요 그댄 아직도 왜 내 맘속에 살고 있나요 지금 그대는 나 없이도 행복하나요 조금은 그대도 나처럼 아프긴 하나요 아직 난 이별이 서투네요 하나도 괜찮지가 않네요 오늘따라 더 미운 그대가 너무 보고 싶죠 달랠 길 없는 이 마음을 어떡하나요 난 아직도 그댈 사랑하는데 지금 그대는 이런 나를 알고 있나요 하루하루를 추억 속에 살고 있네요 아직 난 모든 게 서투네요 괜찮지가 않아요 오늘따라 더 미운 그대가 너무 보고 싶죠 오늘따라 행복할 그대가 너무 미워요 ,25819,sad
임한별,이별하러 가는 길,2018-09-13, 소란한 내 맘을 누군가 볼까봐 애써 웃는 척 해 사실 나는 누구보다 아픈 중인데 많은 날이 지나면 덤덤하게 잊혀지겠지 다시 또 살아가면서 누군갈 사랑하면서 그렇게 이별하러 가는 길 참 맑기도 하다 널 떼러 가는 길 아무 예고 없이 갑자기 맞이할 이별에 많이 힘들지 몰라 미안해 다신 사랑 안 한단 거짓말 뒤로 우는 널 남긴 채 나 차갑게 떠난다 우리 이제는 안녕 안녕 차라리 나를 미워해 화도 못 내는 네게 너무 쉽게 던진 말 그 말 그게 참 가슴에 남아 미안하단 말 못한 게 후회돼 이별하러 가는 길 참 맑기도 하다 널 떼러 가는 길 아무 예고 없이 갑자기 맞이할 이별에 많이 힘들지 몰라 미안해 다신 사랑 안 한단 거짓말 뒤로 우는 널 남긴 채 나 차갑게 떠난다 우리 이제는 안녕 안녕 다 잊어줘 보란듯이 더 잘 살아가줘 차마 하지 못한 말 붙잡아달란 말 우리 사랑한 그 만큼 그 만큼 아파 미치도록 그리울 사랑아 이게 나란 남자야 못 되고 비겁해 널 울게 만들고 또 니 행복을 빌어 우리 이제는 안녕 안녕 안녕  ,139026,sad
로시 (Rothy),Stars,2017-11-09, 내 별자리는 상처투성이 자리 내 혈액형은 a b o 또 a b 형 날 들킬까 봐 매일 나를 숨겼어 I'm sorry 어떤 사람이 되고 싶었던 걸까 그런 사람이 되면 행복해 질까 내 목소리로 내 마음에 속삭여 all right 길을 잃어버렸니 그럴 수도 있어 사람들의 그림자 뒤 따라가지마 잃어버린 나를 찾아줘 아무것도 아닌 게 내겐 어려워 그냥 하고 싶은 대로 하는 거 울고 싶을 땐 울어버리고 웃고 싶지 않을 때는 웃지 마 밤하늘에다 나를 난 그려봐 내가 만드는 나의 별자리 아무도 지우지 못할 나만의 빛으로 엄마 방에 불빛이 이제 꺼졌어 그 고단했던 하루가 잠들었어 난 왠지 그걸 보고서야 잠이 와 그냥 잘은 모르겠지만 안쓰러운 마음 뭔진 모르겠지만 잘하고 싶은 맘 이 마음이 소중한 거야 아무것도 아닌 게 내겐 어려워 그냥 하고 싶은 대로 하는 거 울고 싶을 땐 울어버리고 웃고 싶지 않을 때는 웃지 마 밤하늘에다 나를 난 그려봐 내가 만드는 나의 별자리 아무도 지우지 못할 나만의 빛으로 그 땐 내 잘못인 줄만 알아서 날 야단치고 탓을 하고 그러다 혼자 서러워하고 그러다 잠이 들고 나를 지우고 또 쓰고 그러다 후회하고 아무도 아닌 내가 되고 이제 다시 그런 거 하기 싫어 아무것도 아닌 게 내겐 어려워 누가 내게 말해주면 좋겠어 울고 싶을 땐 울어 버리고 웃고 싶지 않으면 웃지 말라고 밤하늘에서 날 보며 빛나는 내 얘기를 다 아는 별 하나 잘 하고 있는 거라고 매일 내게 말해줘 아무것도 아닌 게 내겐 어려워 그냥 하고 싶은 대로 하는 거 내가 빛날 수 있게 울고 싶을 땐 울어버리고 웃고 싶지 않을 때는 웃지 마 반은 거짓말 절반은 진짜 말 그 사이 어디쯤에 있는 나 잘하고 있는 거라고 말해주고 싶어 꼭 안아주고 싶어  ,117973,sad
허각,나를 사랑했던 사람아,2012-04-03, 잘 지내고 있는건지 무슨 일 없는지 지겹던 너의 잔소리가 너무 그리워서 그렇게 나 하나밖에 모르던 너인데 나 없이도 괜찮은지 하루에 수백번씩 나 후회를 하고 네가 없다는걸 느끼며 나 매일을 살아 널 위해 내가 떠나야 하는게 맞지만 난 널 잊고 살 순 없는가봐 나를 사랑했던 사람아 이젠 곁에 없지만 아직 잊지 못하고 너를 잊지 못하고 그저 한번이라도 다시 볼 수 있다면 볼 수만 있다면 다시 널 볼 수 있다면 너무나도 아프고 잊을 수가 없어 하루에도 몇번씩 하던 너의 그 투정이 웃으며 내 품에 안겨서 날 보던 모습이 헤어지던 날 너의 두 눈이 나를 사랑했던 사람아 이젠 곁에 없지만 아직 잊지 못하고 너를 잊지 못하고 그저 한번이라도 다시 볼 수 있다면 널 볼 수만 있다면 네가 있어서 나는 항상 웃을 수 있었고 네가 있기에 내가 가장 행복했었고 너로 인해 내 삶도 살아볼만했었어 내가 너무도 사랑했던 사람아  ,112987,sad
이석훈,고백,2011-06-02,좋은 사람 만나 행복해야 해 너는 웃고 있지만 나는 웃을 수가 없는걸 그래 난 알고 있었어 믿고 싶지 않았던 거야 서툰 나의 표현이 너를 울렸어 서툰 나의 사랑이  너를 힘들게 했어 이렇게 바보같은 나 너를 붙잡지도 못하고 있어 오늘밤이 지나면  너에게 달려갈거야 작은 내 품에 너를 가득 안고서 널 사랑해 한 번도 말하지 못한  내 진심을말할거야 애틋한 약속도  달콤한 속삭임도 모두 너를 위해서  아껴둔걸 왜 모르니 이렇게 끝낼 순 없어 늦었지만 내게 돌아와줄래 오늘밤이 지나면  너에게 달려갈거야 작은 내 품에 너를 가득 안고서 널 사랑해 한번도 말하지 못한  내 진심을 다시 너를 만나면  이렇게 말을할거야 너를 사랑해  이제 다시 너를 놓지 않아 미안해 이제 난 그 누구보다 널 지킬게 시간이 흐른 저 먼훗날에도 난 변하지 않아 소중한 너니까 다시 너를 만나면 이렇게 말을할거야 사랑해 사랑해 흔한 얘기지만 믿어줄래 내 손을 잡아 아직 못다한 얘기가 많은 걸 널 사랑해 널 사랑해 ,18569,sad
장덕철,겨울잠,2021-01-07,하늘이 높아지면 네 생각이나 옥상 위의 달빛 밑 너는 참 아름다웠어 밤하늘을 처음 보는 아이처럼 별을 세다 자꾸 까먹는 네가 보고 싶다 작은 손으로 머릴 쓰다듬어주곤 나에게 사랑한다며 나밖에 없다던 낡은 지갑 우리의 수줍은 사진 속에 넌 참 예쁘더라 그대 없는 지금 순간은 겨울바람처럼 아프다 나를 꾸짖는 시린 계절이 오면 다시 없을 내 사랑이 닳아 없어질 때까지 잠에 드려 해 그땐 아물 수 있게 겨울잠에 하루가 참 짧아서 토라진 널 가득 안을 때 사실은 날 위했던 거였어 짧은 시간 내 품에 기대어 잠든 네 온기는 참 따듯했어 그대 없는 지금 순간은 겨울바람처럼 아프다 나를 꾸짖는 시린 계절이 오면 다시 없을 내 사랑이 닳아 없어질 때까지 잠에 드려 해 그땐 아물 수 있게 이제 다시 못 올 아름다운 날 찰나 같던 너의 순간들 너무 보고 싶어 아픈 시간이 오면 다시 없을 내 사랑이 나의 그 눈물이 마를 수 있게 그때 아물 수 있게 ,10178,sad
하동균,기다릴게,2021-04-22, 한걸음 걸어가죠 니 모습 눈물에 가리죠 내 눈물 밟으며 가까이 가까이 다가오는 너 초라한 내 모습이 니 마음 아프게 할까 겁나 숨죽여서 나 울고 있죠 꿈꾸는 듯 아름다운 내 사랑 점점 멀어지죠 나 니가 없는 이 세상에 시간에 혼자 살아 사는 게 사는 것이 아니라도 늘 그 자리에 눈 감는 날까지 나 영원히 너를 기다릴게 지우려 애를 써도 가슴에 니가 매일 얹혀서 너를 계속 나 찾아가죠 내 사랑이 짐이 될까 두렵죠 못난 내가 밉죠 나 니가 없는 이 세상에 시간에 혼자 살아 사는 게 사는 것이 아니라도 늘 그 자리에 눈 감는 날까지 나 영원히 기다릴게 나 니가 없는 이 세상에 시간에 혼자 살아 매일 널 기다리다 지쳐가도 끝내 네게 나 못한 말 울음부터 나왔던 말 널 사랑한다 사랑한다 끝내 못한 말 나 니가 없는 이 세상에 시간에 추억에 살아도 사는 것이 아니라도 늘 그 자리에 눈 감는 날까지 나 영원히 너만 사랑할게  ,29531,sad
이해리 (다비치),사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),2021-09-29, 그렇게 많이 사랑한다 했는데 이제야 사랑을 알 것 같아요 부탁이 있어 제발 용서 마세요 오늘 난 당신을 버리려고 해 제발 얼굴을 들어봐요 나를 위해서 참아왔던 아픈 사랑으로 나를 잡아줘요 단 하나의 그 하나로 사랑하고 싶었던 그 아픈 약속과 눈물들이 가슴속 멍으로 남겠지만 난 떠나요 이제 돌아오지 못할 거예요 난 사랑에 목이 마르겠지요 그대는 항상 미안하다고 했죠 지금도 눈물을 참고 있나요 나를 위해 울지 마세요 나를 사랑하며 참아온 모든 이 상처를 오늘 다 버려요 단 하나의 그 하나로 사랑한다 했었던 그대의 약속과 눈물들이 다시 또 나를 울리겠지만 괜찮아요 날 위해 슬퍼하지 마세요 이젠 나를 사랑하지 마요 오직 하나의 그 하나로 사랑하자 했었던 우리의 약속과 추억들이 가슴속 상처로 남을 거야 난 떠나요 이제 돌아오지 못할 거예요 난 사랑에 목이 마르겠지요  ,17424,sad
